codigo,barras,nome,imagem,fabricante,VAREJO - 50 A 199,VAREJO - 199 A 699,ATACADO,ATACADO A VISTA,REDES
10.01.03.39,789609050005-5,VINAGRE DE ALCOOL - 750ML,10.01.03.39_VINAGRE-DE-ALCOOL.png,Vinagre Belmont,28.19,0.0,0.0,0.0,0.0
